  3.5000  4.5833 -75.0000 Hyi Hudrus              Kleine Waterslang
  6.5833  9.0333 -75.0000 Vol Voltans             Vliegende Vis
  9.0333 11.2500 -75.0000 Car Carina              Kiel
 11.2500 13.6667 -75.0000 Mus Musca               Vlieg
 18.0000 21.3333 -75.0000 Pav Pavo                Pauw
 21.3333 23.3333 -75.0000 Ind Indus               Indiaan
 23.3333 24.0000 -75.0000 Tuc Tucana              Toekan
  0.7500  1.3333 -76.0000 Tuc Tucana              Toekan
  0.0000  3.5000 -82.5000 Hyi Hudrus              Kleine Waterslang
  7.6667 13.6667 -82.5000 Cha Chameleon           Kameleon
 13.6667 18.0000 -82.5000 Aps Apus                Paradijsvogel
  3.5000  7.6667 -85.0000 Men Mensa               Tafelberg
  0.0000 24.0000 -90.0000 Oct Octans              Octant
